,title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Has_Service_History,Mileage
930,Volkswagen Polo,5500,76221,2013,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,76221
931,Ford Focus,2950,105000,2011,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,105000
932,SKODA Fabia,6900,70189,2016,3,Diesel,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,0,70189
933,Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,56984
934,Vauxhall Corsa,2995,103000,2013,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,103000
935,BMW 3 Series,5500,65000,2011,2,Diesel,Estate,2.0L,Manual,5.0,5.0,Euro 5,0,65000
936,Volkswagen Golf,2995,109886,2009,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,109886
937,Peugeot 308,8799,36000,2016,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,1,36000
938,Vauxhall Corsa,2440,113790,2013,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,113790
939,MINI Hatch,6995,70752,2010,3,Petrol,Hatchback,1.6L,Manual,3.0,4.0,Euro 5,0,70752
940,Nissan Juke,5990,69000,2013,2,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 5,0,69000
941,Honda Civic,2495,138000,2008,3,Petrol,Hatchback,1.8L,Manual,3.0,5.0,Euro 4,0,138000
942,Vauxhall Corsa,2395,79987,2011,3,Petrol,Hatchback,1.2L,Automatic,3.0,5.0,Euro 5,0,79987
943,Hyundai i30,1750,130000,2010,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,130000
944,Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,56984
945,Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,56984
946,SEAT Ibiza,3949,95000,2010,3,Petrol,Hatchback,1.4L,Automatic,3.0,5.0,Euro 5,0,95000
947,Mitsubishi Colt,1795,70000,2007,3,Petrol,Hatchback,1.1L,Manual,3.0,5.0,Euro 4,0,70000
948,SKODA Superb,5999,82000,2011,4,Petrol,Estate,1.8L,Manual,5.0,5.0,Euro 5,1,82000
949,Audi A4,4995,68157,2010,3,Petrol,Saloon,1.8L,Manual,4.0,5.0,Euro 4,0,68157
950,Mercedes-Benz A Class,13495,58383,2016,3,Diesel,Hatchback,2.1L,Automatic,5.0,5.0,Euro 6,0,58383
951,Vauxhall Astra,2750,137000,2007,1,Petrol,Hatchback,2.0L,Manual,3.0,5.0,Euro 4,0,137000
952,Vauxhall Corsa,9820,31584,2018,2,Petrol,Hatchback,1.4L,Automatic,5.0,5.0,Euro 6,1,31584
953,Mazda Mazda6,3250,128000,2008,3,Petrol,Hatchback,2.0L,Automatic,5.0,5.0,Euro 4,1,128000
954,Ford Focus,2495,90000,2003,2,Petrol,Hatchback,2.0L,Automatic,5.0,5.0,Euro 3,0,90000
955,Peugeot 207,999,111400,2007,2,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,111400
956,MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3.0,4.0,Euro 6,0,46923
957,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
958,Peugeot 508,7490,96000,2016,3,Diesel,Saloon,1.6L,Manual,4.0,5.0,Euro 6,1,96000
959,Fiat 500,3745,81000,2012,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 5,1,81000
960,Vauxhall Corsa,1800,102000,2010,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,102000
961,Vauxhall Corsa,12000,20413,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,20413
962,Volkswagen Golf,3495,82000,2007,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,1,82000
963,BMW X5,6450,95000,2007,3,Diesel,SUV,3.0L,Automatic,5.0,5.0,Euro 4,0,95000
964,Volkswagen EOS,4000,89600,2006,5,Petrol,Convertible,3.2L,Automatic,2.0,4.0,Euro 4,0,89600
965,Ford Focus,2200,147601,2005,3,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 4,0,147601
966,BMW 3 Series,5999,112000,2004,5,Petrol,Coupe,3.0L,Automatic,2.0,5.0,Euro 3,1,112000
967,Ford Fiesta,3495,85000,2009,5,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,85000
968,Volkswagen Polo,3495,127000,2015,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 6,0,127000
969,Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,56984
970,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,50028
971,Ford Fiesta,2395,96651,2011,1,Petrol,Hatchback,1.3L,Manual,3.0,5.0,Euro 5,1,96651
972,MINI Hatch,5950,105500,2012,1,Petrol,Hatchback,1.6L,Automatic,3.0,4.0,Euro 5,0,105500
973,Ford Mondeo,2495,42000,2008,3,Petrol,Hatchback,2.0L,Manual,5.0,5.0,Euro 4,0,42000
974,BMW 3 Series,3995,105202,2006,8,Petrol,Coupe,3.0L,Automatic,2.0,5.0,Euro 4,0,105202
975,Toyota Corolla,2145,57000,2004,5,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,57000
976,SKODA Fabia,2500,33000,2005,3,Petrol,Hatchback,1.4L,Automatic,5.0,5.0,Euro 4,0,33000
977,SKODA Rapid Spaceback,6699,81000,2015,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,81000
978,Chrysler Ypsilon,2250,100000,2012,4,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,100000
979,Audi A5,14299,50000,2015,3,Diesel,Coupe,2.0L,Manual,2.0,4.0,Euro 6,0,50000
980,Land Rover Range Rover Evoque,19698,49068,2019,3,Diesel,SUV,2.0L,Manual,5.0,5.0,Euro 6,0,49068
981,Ford Focus,798,140599,2008,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,140599
982,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,55301
983,Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,56984
984,Volkswagen Golf,5300,49400,2010,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 5,1,49400
985,Saab 900,5995,157000,1992,5,Petrol,Convertible,2.0L,Manual,2.0,5.0,Euro 1,0,157000
986,Mercedes-Benz C Class,4495,100000,2008,1,Petrol,Saloon,1.8L,Automatic,4.0,5.0,Euro 4,0,100000
987,Ford Fiesta,2900,76438,2010,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,76438
988,Audi A3,4100,64800,2009,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,64800
989,Citroen C3,2399,70791,2006,3,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 4,0,70791
990,BMW 7 Series,2600,189000,2008,5,Diesel,Saloon,3.0L,Automatic,4.0,5.0,Euro 4,0,189000
991,Renault Scenic,2995,36878,2006,2,Petrol,MPV,1.6L,Automatic,5.0,5.0,Euro 4,0,36878
992,Nissan Juke,6399,68000,2014,2,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 5,1,68000
993,Peugeot 308,2999,84066,2011,4,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,84066
994,Ford Focus,2950,105000,2011,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,105000
995,Ford Focus,8975,86500,2017,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,86500
996,Ford Focus,8975,86500,2017,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,86500
997,Vauxhall Corsa,3850,74000,2009,3,Petrol,Hatchback,1.4L,Automatic,5.0,5.0,Euro 4,0,74000
998,Toyota Yaris,3250,62000,2007,3,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,0,62000
999,Honda Accord,2497,118000,2005,2,Petrol,Saloon,2.4L,Automatic,4.0,5.0,Euro 4,0,118000
1000,Mazda Mazda3,3499,36000,2006,1,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,36000
1001,Mitsubishi ASX,4495,124000,2013,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 5,0,124000
1002,Mercedes-Benz A Class,5500,97000,2015,4,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 5,0,97000
1003,Mercedes-Benz CLK,3800,104000,2006,3,Petrol,Coupe,1.8L,Automatic,2.0,4.0,Euro 4,1,104000
1004,Toyota Avensis,3785,106250,2008,3,Petrol,Saloon,1.8L,Automatic,4.0,5.0,Euro 4,0,106250
1005,BMW 1 Series,10799,63000,2016,2,Petrol,Hatchback,1.5L,Manual,3.0,5.0,Euro 6,0,63000
1006,Nissan Qashqai+2,3999,71000,2011,2,Diesel,SUV,1.5L,Manual,5.0,7.0,Euro 5,0,71000
1007,Peugeot 207,999,111400,2007,2,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,111400
1008,Ford Focus,8975,86500,2017,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,86500
1009,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,55301
1010,MINI Hatch,2100,132000,2006,7,Petrol,Hatchback,1.6L,Manual,3.0,4.0,Euro 4,0,132000
1011,Nissan Micra,2395,96195,2006,3,Petrol,Hatchback,1.4L,Automatic,5.0,5.0,Euro 4,1,96195
1012,Volkswagen Golf,3750,78656,2007,5,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,78656
1013,Volkswagen Golf,1995,120000,2004,6,Petrol,Hatchback,2.0L,Manual,3.0,5.0,Euro 4,0,120000
1014,Volkswagen Beetle,1790,72370,2006,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,72370
1015,Ford Focus,4950,32331,2014,2,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,1,32331
1016,Volkswagen Beetle,2495,1110100,2003,4,Petrol,Hatchback,2.0L,Automatic,3.0,4.0,Euro 4,0,1110100
1017,Ford B-max,4990,114850,2015,1,Petrol,MPV,1.6L,Automatic,5.0,5.0,Euro 5,0,114850
1018,Ford Mondeo,2500,121480,2007,3,Petrol,Hatchback,2.3L,Automatic,5.0,5.0,Euro 4,0,121480
1019,SEAT Ibiza,2799,99061,2011,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,99061
1020,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,55301
1021,Ford Focus,8975,86500,2017,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,86500
1022,Ford Focus,5500,62037,2014,2,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,0,62037
1023,Chevrolet Spark,2495,45000,2012,4,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,0,45000
1024,Suzuki Alto,2495,64269,2012,3,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 5,1,64269
1025,Toyota Aygo,2995,39000,2014,5,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 5,0,39000
1026,Honda Civic,2499,83000,2005,5,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 3,0,83000
1027,Renault Clio,5495,74653,2015,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,74653
1028,Fiat 500,6740,22116,2015,1,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 6,0,22116
1029,Lexus IS 250,4895,106150,2007,3,Petrol,Saloon,2.5L,Automatic,4.0,5.0,Euro 4,0,106150
1030,Volkswagen Golf,1250,110000,1996,3,Petrol,Convertible,2.0L,Manual,2.0,5.0,Euro 1,0,110000
1031,Volkswagen Polo,3495,127000,2015,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 6,0,127000
1032,Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5.0,5.0,Euro 6,0,62402
1033,Ford Focus,8975,86500,2017,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,86500
1034,Vauxhall Astra,3995,75000,2013,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,1,75000
1035,Peugeot 306,2695,25240,1997,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 2,0,25240
1036,Toyota Yaris,1975,111555,2007,4,Petrol,Hatchback,1.8L,Manual,3.0,5.0,Euro 4,1,111555
1037,Peugeot 208,5530,58700,2017,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,58700
1038,Ford Fiesta,2289,120000,2012,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,120000
1039,Toyota Yaris,2495,121600,2008,4,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,1,121600
1040,Volkswagen Phaeton,2889,98000,2006,3,Petrol,Saloon,3.2L,Automatic,4.0,5.0,Euro 4,0,98000
1041,Volkswagen Polo,3495,127000,2015,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 6,0,127000
1042,Ford Focus,8975,86500,2017,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,86500
1043,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,50028
1044,Ford Fiesta,2490,77935,2008,4,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,0,77935
1045,Volkswagen Beetle,2490,84500,2009,3,Petrol,Hatchback,1.6L,Manual,3.0,4.0,Euro 4,0,84500
1046,Hyundai i30,4995,87000,2013,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,87000
1047,Volkswagen Golf,4450,96866,2011,2,Diesel,Hatchback,1.6L,Automatic,5.0,5.0,Euro 5,1,96866
1048,Lexus CT 200h,5950,140000,2011,6,Petrol Hybrid,Hatchback,1.8L,Automatic,5.0,5.0,Euro 5,0,140000
1049,Vauxhall Astra GTC,5699,58000,2014,3,Petrol,Coupe,1.4L,Manual,3.0,5.0,Euro 5,1,58000
1050,Hyundai ix35,5490,59858,2012,2,Diesel,SUV,1.7L,Manual,5.0,5.0,Euro 5,0,59858
1051,Fiat 500,6599,55000,2015,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 6,0,55000
1052,Volkswagen Polo,5450,75818,2013,4,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,75818
1053,Ford Fiesta,3230,90400,2012,1,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 5,0,90400
1054,Vauxhall Corsa,1950,93000,2012,4,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,93000
1055,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,50028
1056,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
1057,KIA Sportage,8490,50000,2014,1,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 5,1,50000
1058,Audi A3,6295,82147,2009,3,Petrol,Hatchback,1.8L,Automatic,3.0,5.0,Euro 4,0,82147
1059,Toyota Yaris,4690,30000,2008,1,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,30000
1060,Volkswagen Golf,2495,113400,2007,4,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,1,113400
1061,Nissan Murano,4950,118000,2010,3,Petrol,SUV,3.5L,Automatic,5.0,5.0,Euro 4,1,118000
1062,Audi A3,2249,125000,2005,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 4,0,125000
1063,BMW 5 Series,7900,113000,2014,3,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,1,113000
1064,Vauxhall Astra,1975,100570,2005,2,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,100570
1065,Vauxhall Insignia,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 5,0,79000
1066,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
1067,MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3.0,4.0,Euro 6,0,46923
1068,Toyota RAV4,3495,87738,2006,3,Petrol,SUV,2.0L,Manual,5.0,5.0,Euro 4,0,87738
1069,Volkswagen Golf,3889,74100,2010,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,74100
1070,MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3.0,4.0,Euro 6,0,46923
1071,Ford Fiesta,1480,70000,2004,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,70000
1072,Peugeot 208,3995,90000,2012,4,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,90000
1073,MINI Hatch,7499,55750,2014,2,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 6,0,55750
1074,Suzuki Swift,2999,103310,2012,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 5,1,103310
1075,BMW X5,13999,115000,2013,4,Diesel,SUV,3.0L,Automatic,5.0,5.0,Euro 6,1,115000
1076,Honda Civic,5000,93000,2014,2,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,1,93000
1077,Fiat 500,2395,89701,2009,5,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 5,1,89701
1078,Ford Focus,798,140599,2008,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,140599
1079,MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3.0,4.0,Euro 6,0,46923
1080,Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,56984
1081,Ford Fiesta,3395,92132,2010,5,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,92132
1082,Honda Civic,10000,41579,2016,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,0,41579
1083,Hyundai i30,3000,89321,2012,4,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,89321
1084,Audi A3,1350,126085,2003,6,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 4,0,126085
1085,Audi A3,4950,88000,2010,3,Diesel,Hatchback,1.6L,Automatic,5.0,5.0,Euro 5,0,88000
1086,Vauxhall Astra,3990,91000,2014,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,91000
1087,Peugeot 406,3000,67000,1998,5,Petrol,Coupe,3.0L,Automatic,2.0,4.0,Euro 2,0,67000
1088,Vauxhall Astra,3495,107504,2014,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,107504
1089,KIA Sportage,4950,104000,2010,1,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 5,1,104000
1090,Volkswagen Polo,4490,49411,2007,4,Petrol,Hatchback,1.4L,Automatic,5.0,5.0,Euro 4,0,49411
1091,Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,87000
1092,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
1093,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,50028
1094,Renault Megane,3995,72000,2013,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,72000
1095,BMW X1,7995,51000,2014,1,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 5,1,51000
1096,Honda Civic,2300,49376,2006,2,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,49376
1097,Mercedes-Benz C Class,12000,86000,2016,4,Diesel,Saloon,1.6L,Automatic,4.0,5.0,Euro 6,0,86000
1098,BMW X5,3950,125000,2005,3,Petrol,SUV,4.4L,Automatic,5.0,5.0,Euro 3,0,125000
1099,Volkswagen Golf,1949,96000,2001,3,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 4,0,96000
1100,BMW 3 Series,7200,71026,2012,3,Diesel,Convertible,2.0L,Automatic,2.0,4.0,Euro 5,1,71026
1101,SKODA Octavia,3495,152544,2014,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,152544
1102,Vauxhall Corsa,3675,65000,2013,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,65000
1103,MG MG3,8198,27649,2019,3,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,27649
1104,Volkswagen Polo,2495,149000,2010,1,Diesel,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,149000
1105,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,50028
1106,Honda Civic,9198,78691,2018,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,78691
1107,Ford Focus,5345,67000,2012,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,67000
1108,Renault Clio,2695,79732,2010,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,1,79732
1109,Jeep Renegade,4500,113200,2015,2,Diesel,SUV,1.6L,Manual,5.0,5.0,Euro 5,0,113200
1110,Fiat 500,4650,67300,2014,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 6,0,67300
1111,Nissan Qashqai+2,4495,113000,2010,2,Petrol,SUV,1.6L,Manual,5.0,7.0,Euro 5,1,113000
1112,MINI Hatch,3449,55000,2013,3,Diesel,Hatchback,1.6L,Manual,3.0,4.0,Euro 5,0,55000
1113,Renault Megane,4000,51100,2014,2,Diesel,Coupe,1.5L,Manual,3.0,5.0,Euro 5,1,51100
1114,Ford Focus,4950,100000,2012,4,Petrol,Estate,1.6L,Automatic,5.0,5.0,Euro 5,1,100000
1115,Fiat 500,6490,14700,2008,2,Petrol,Hatchback,1.2L,Automatic,3.0,4.0,Euro 6,0,14700
1116,Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,87000
1117,MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3.0,4.0,Euro 6,0,46923
1118,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,50028
1119,Mazda Mazda2,6995,54100,2016,2,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,54100
1120,Ford KA,2795,83655,2012,2,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 5,0,83655
1121,Peugeot 308,3550,74000,2013,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,74000
1122,Vauxhall Astra,3500,78000,2015,2,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,78000
1123,Vauxhall Astra,5700,79910,2016,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,1,79910
1124,Vauxhall Corsa,2950,82471,2011,4,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,82471
1125,Toyota Auris,3295,111695,2011,3,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,0,111695
1126,Hyundai i20,4999,56700,2013,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,56700
1127,Renault Scenic,2500,80000,2010,3,Diesel,MPV,1.5L,Manual,5.0,5.0,Euro 4,0,80000
1128,BMW 3 Series,6500,64000,2007,8,Petrol,Convertible,3.0L,Automatic,2.0,4.0,Euro 4,0,64000
1129,Peugeot 207,999,111400,2007,2,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,111400
1130,Ford Focus,8975,86500,2017,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,86500
1131,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
1132,Mazda Mazda3,2350,77000,2008,4,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,1,77000
1133,Ford Fiesta,4195,111535,2014,1,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,1,111535
1134,BMW 3 Series,7200,71026,2012,3,Diesel,Convertible,2.0L,Automatic,2.0,4.0,Euro 5,1,71026
1135,Land Rover Range Rover Evoque,8995,87000,2012,3,Diesel,SUV,2.2L,Manual,5.0,5.0,Euro 5,0,87000
1136,Fiat 500L,3800,64000,2013,2,Petrol,MPV,1.4L,Manual,5.0,5.0,Euro 6,0,64000
1137,Chrysler Grand Voyager,2950,106000,2006,4,Petrol,MPV,3.3L,Automatic,5.0,7.0,Euro 3,1,106000
1138,Mercedes-Benz CLK,2500,108000,2009,2,Petrol,Convertible,3.5L,Automatic,2.0,4.0,Euro 4,0,108000
1139,Peugeot 208,4889,52000,2015,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,52000
1140,Renault Clio,8495,51878,2018,1,Petrol,Hatchback,0.9L,Manual,5.0,5.0,Euro 6,0,51878
1141,BMW 4 Series,12000,55000,2016,3,Petrol,Coupe,2.0L,Automatic,2.0,3.0,Euro 6,1,55000
1142,Vauxhall Insignia,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 5,0,79000
1143,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
1144,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,22782
1145,Volkswagen Golf Plus,1789,100000,2007,3,Diesel,Hatchback,1.9L,Manual,5.0,5.0,Euro 4,0,100000
1146,MINI Hatch,7995,89000,2015,3,Petrol,Hatchback,2.0L,Automatic,3.0,4.0,Euro 6,0,89000
1147,Nissan Juke,7999,37000,2016,3,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 6,0,37000
1148,Land Rover Range Rover Sport,3950,135000,2005,4,Petrol,SUV,4.4L,Automatic,5.0,5.0,Euro 3,0,135000
1149,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,50028
1150,Honda Civic,2490,83000,2006,4,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,83000
1151,Nissan X-trail,5995,108000,2015,1,Diesel,SUV,1.6L,Manual,5.0,5.0,Euro 5,0,108000
1152,Ford Focus,2399,65700,2007,2,Petrol,Estate,1.6L,Manual,5.0,5.0,Euro 4,0,65700
1153,Honda Accord,5000,118000,2009,3,Petrol,Saloon,2.4L,Automatic,4.0,5.0,Euro 5,0,118000
1154,Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,87000
